sentence_good,sentence_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pair_id,one_prefix_prefix,one_prefix_word_good,one_prefix_word_bad,pairID
It's themselves that the people disagree with.,It's themselves that disagree with the people.,syntax_semantics,binding,principle_A_reconstruction,True,False,False,True,59.0,,,,
Sabrina wasn't embarrassed by that mouth.,Sabrina wasn't joked around by that mouth.,syntax,argument_structure,passive_1,True,False,False,False,903.0,,,,
"Except for these two things, it was quite good.","Except these two things, it was quite good.",syntax-semantics,Preposition,Preposition_Missing,True,True,False,False,,Except,for,,200.0
A lot of guys sounded like that synopsis.,A lot of guys sounded like those synopsis.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,True,False,True,True,432.0,,,,
I feel that I have been lied to and thus I demand my money be returned.,I feel as if I have been lied to and thus I demand my money be returned.,syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,I feel,that,as if,678.0
The man isn't curing Carla.,The men isn't curing Carla.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,True,False,True,False,987.0,,,,
Melanie had not ever cleaned those museums.,Melanie had fortunately ever cleaned those museums.,semantics,npi_licensing,sentential_negation_npi_licensor_present,True,False,True,False,105.0,,,,
These children boast about that exposed boy.,These children boast about those exposed boy.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,True,False,True,True,960.0,,,,
Harvard University was remembered by Brett.,Harvard University was retaliated by Brett.,syntax,argument_structure,passive_1,True,False,False,False,298.0,,,,
The rabbits hadn't scared this university.,The rabbits hadn't scared these university.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,True,False,True,True,771.0,,,,
Andrea had remembered the mountains that haven't aggravated all children.,Andrea had remembered who the mountains haven't aggravated all children.,syntax,filler_gap_dependency,wh_questions_subject_gap,True,False,False,False,41.0,,,,
It's herself that Carrie boasted about.,It's herself that boasted about Carrie.,syntax_semantics,binding,principle_A_reconstruction,True,False,False,True,211.0,,,,
The child stands up.,The children stands up.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,True,False,True,False,661.0,,,,
Larry disturbs this employed woman.,Larry disturbs these employed woman.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,True,False,True,True,676.0,,,,
Jacqueline should stun these determined alumni.,Jacqueline should stun this determined alumni.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,True,False,True,True,792.0,,,,
Janet appreciated that scared dancer.,Janet appreciated those scared dancer.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,True,False,True,True,629.0,,,,
There isn't a dish scaring Debra.,There isn't every dish scaring Debra.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,890.0,,,,
Only Matt's ex-boyfriend who Kayla was researching has ever commanded Valerie's best friend to break this fork.,Matt's ex-boyfriend who only Kayla was researching has ever commanded Valerie's best friend to break this fork.,syntax_semantics,npi_licensing,only_npi_scope,True,False,True,True,520.0,,,,
Dennis looks like this exposed painting.,Dennis looks like this exposed paintings.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,935.0,,,,
A waiter hasn't boycotted this popular organization.,A waiter hasn't boycotted these popular organization.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,True,False,True,True,122.0,,,,
Most cashiers hate that clever driver.,Most cashiers hate that clever drivers.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,669.0,,,,
Would Gina ever disappear?,Gina would ever disappear.,semantics,npi_licensing,matrix_question_npi_licensor_present,True,False,True,True,684.0,,,,
There aren't many legislatures disgusting some actress.,There aren't most legislatures disgusting some actress.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,233.0,,,,
"Being at home doing housework, taking care of their children, might be the purpose of the future life.","Being at home with doing housework, taking care of their children, might be the purpose of the future life.",syntax-semantics,Preposition,Preposition_Unnecessary,True,True,False,False,,Being at home,,with,467.0
"I would like to stress that very often famous people become reserved, bad - tempered and angry with the world for interfering in their lives.","I would like to stress that very often famous people become reserved, bad - tempered and angry with the world for interfering into their lives.",syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,"I would like to stress that very often famous people become reserved, bad - tempered and angry with the world for interfering",in,into,187.0
A movie about the Borgias doesn't sound like Katherine.,A movie about the Borgias don't sound like Katherine.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,462.0,,,,
The reason is that we have long holidays at school at that time.,The reason is that we have long holidays at school on that time.,syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,The reason is that we have long holidays at school,at,on,2755.0
The Borgias conceal that brochure.,The Borgias conceal that brochures.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,970.0,,,,
I am looking forward to hearing from you.,I am looking forward to hearing you.,syntax-semantics,Preposition,Preposition_Missing,True,True,False,False,,I am looking forward to hearing,from,,327.0
A chair was stunning this big man.,A chair was stunning these big man.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,True,False,True,True,889.0,,,,
Meredith might think Walter was revealing himself.,Meredith might think Walter was revealing herself.,syntax_semantics,binding,principle_A_domain_2,True,True,False,False,315.0,,,,
Every popsicle shocked those excited men.,Every popsicle shocked that excited men.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,True,False,True,True,532.0,,,,
The oases astound Grace.,The oasis astound Grace.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,True,False,True,False,290.0,,,,
The patients have gotten a job.,The patient have gotten a job.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,968.0,,,,
The governments have collaborated.,The government have collaborated.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,978.0,,,,
The pamphlets about art aren't bothering Steve.,The pamphlets about art isn't bothering Steve.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,950.0,,,,
Tonya cures these old customers.,Tonya cures this old customers.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,True,False,True,True,365.0,,,,
Kristin leaves Monica.,Kristin leave Monica.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,521.0,,,,
All photographs looked like these axes.,All photographs looked like these axis.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,677.0,,,,
The feet were shattering.,The foot were shattering.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,True,False,True,False,856.0,,,,
Gregory hadn't revealed these lost fungi.,Gregory hadn't revealed this lost fungi.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,True,False,True,True,668.0,,,,
The men divorce.,The man divorce.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,True,False,True,False,734.0,,,,
A newspaper article wouldn't upset this confident alumnus.,A newspaper article wouldn't upset this confident alumni.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,340.0,,,,
Meredith will criticize that nice woman.,Meredith will criticize that nice women.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,576.0,,,,
Some people exit those yellow oases.,Some people exit that yellow oases.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,True,False,True,True,311.0,,,,
This person doesn't bring those cups.,This person doesn't bring that cups.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,True,False,True,True,531.0,,,,
The prints of Judy don't waste away.,The prints of Judy doesn't waste away.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,210.0,,,,
I am a beginner at swimming and also at singing.,I am a beginner at swimming and also in singing.,syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,I am a beginner at swimming and also,at,in,2264.0
A senator that has hated a lot of teachers weeps.,A senator that has hated a lot of teachers weep.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,True,True,False,False,691.0,,,,
Some offspring find there to be more than three closets worrying Melinda.,Some offspring command there to be more than three closets worrying Melinda.,syntax_semantics,control_raising,existential_there_object_raising,True,False,True,False,967.0,,,,
The documentaries about Galileo do scare John.,The documentaries about Galileo does scare John.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,766.0,,,,
Gregory wasn't explaining that Carrie noticed him.,Gregory wasn't explaining that Carrie noticed himself.,syntax_semantics,binding,principle_A_domain_1,True,True,False,False,33.0,,,,
Lawrence arrived at that museum.,Lawrence arrived at those museum.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,True,False,True,True,715.0,,,,
Even James does certainly try to examine the books.,Even James does ever try to examine the books.,semantics,npi_licensing,npi_present_1,True,True,False,False,485.0,,,,
"However, my class and I have seen an advertisement for a fashion and leisure show. We are attracted to this show and would like to go.","However, my class and I have seen an advertisement about a fashion and leisure show. We are attracted to this show and would like to go.",syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,"However, my class and I have seen an advertisement",for,about,10.0
Most fish broke a lot of mirrors.,Most fish broken a lot of mirrors.,morphology,irregular_forms,irregular_past_participle_verbs,True,True,False,False,334.0,,,,
Laura isn't lifting this smooth axis.,Laura isn't lifting these smooth axis.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,True,False,True,True,981.0,,,,
The cakes also blackened.,The cakes ever blackened.,semantics,npi_licensing,npi_present_2,True,True,False,False,691.0,,,,
Theresa did boast about this synthesis.,Theresa did boast about this syntheses.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,974.0,,,,
Sandra's dentists who have cured Kendra had not ever longed to salute.,Sandra's dentists who have not cured Kendra had ever longed to salute.,syntax_semantics,npi_licensing,sentential_negation_npi_scope,True,False,True,True,782.0,,,,
Maria has seen the shirts that Andrea cleaned.,Maria has seen what Andrea cleaned the shirts.,syntax,filler_gap_dependency,wh_questions_object_gap,True,False,False,False,436.0,,,,
Phillip brought three blue windows and Eric brought at least as many.,Phillip brought three windows and Eric brought at least as many blue.,syntax,ellipsis,ellipsis_n_bar_1,True,False,False,False,339.0,,,,
Martin hasn't fixed most screens.,Martin haven't fixed most screens.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,256.0,,,,
Those patients that returned to Homer weren't training.,Those patients that returned to Homer isn't training.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,True,True,False,False,53.0,,,,
Jacqueline's French teacher had hated Cheryl's mother.,Jacqueline's French teacher had disagreed Cheryl's mother.,syntax,argument_structure,transitive,True,False,True,False,646.0,,,,
The student goes to this high school.,The students goes to this high school.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,187.0,,,,
"So when I read about other sharks eating the shark the old man had caught, I got very angry and annoyed.","So when I read other sharks eating the shark the old man had caught, I got very angry and annoyed.",syntax-semantics,Preposition,Preposition_Missing,True,True,False,False,,So when I read,about,,3.0
A lot of media worry some guys.,A lot of media worries some guys.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,877.0,,,,
"Looking back to the past, I can see how big a difference there is between the life of my grandparents and mine.","Looking back in the past, I can see how big a difference there is between the life of my grandparents and mine.",syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,Looking back,to,in,782.0
Universities preferred there to be a lot of people coughing.,Universities sway there to be a lot of people coughing.,syntax_semantics,control_raising,existential_there_object_raising,True,False,True,False,936.0,,,,
The Lutherans hadn't cleaned these broken teeth.,The Lutherans hadn't cleaned this broken teeth.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,True,False,True,True,961.0,,,,
The Impressionists research this painting.,The Impressionists research this paintings.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,873.0,,,,
Christine disturbed this woman.,Christine disturbed these woman.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,True,False,True,True,770.0,,,,
That boy who confused the Lutherans has spoken up.,That boy who confused the Lutherans have spoken up.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,True,True,False,False,601.0,,,,
What adults will Denise flee from and Lori argue about?,What will Denise flee from adults and Lori argue about?,syntax,island_effects,coordinate_structure_constraint_complex_left_branch,True,False,True,True,774.0,,,,
Elaine isn't breaking that foot.,Elaine isn't breaking those foot.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,True,False,True,True,9.0,,,,
Only Carrie's tutors who Kristin is discussing will ever sit down.,Carrie's tutors who only Kristin is discussing will ever sit down.,syntax_semantics,npi_licensing,only_npi_scope,True,False,True,True,352.0,,,,
Even these museums often confer.,Even these museums ever confer.,semantics,npi_licensing,npi_present_1,True,True,False,False,245.0,,,,
Deanna breaks those feet.,Deanna breaks those foot.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,65.0,,,,
The women resemble all sketches.,The woman resemble all sketches.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,True,False,True,False,803.0,,,,
Maria drives to those green restaurants.,Maria drives to those green restaurant.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,145.0,,,,
Also there are performances which are held daily at the front gate of the palace.,Also there are performances which are held daily in the front gate of the palace.,syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,Also there are performances which are held daily,at,in,2973.0
Every picture was astounding this lucky alumnus.,Every picture was astounding this lucky alumni.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,336.0,,,,
Only Tracy ever answered.,Even Tracy ever answered.,semantics,npi_licensing,only_npi_licensor_present,True,False,True,False,673.0,,,,
The newspaper articles about Jesus don't look like every drawing.,The newspaper articles about Jesus doesn't look like every drawing.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,997.0,,,,
Samuel has not ever sneezed.,Samuel has really ever sneezed.,semantics,npi_licensing,sentential_negation_npi_licensor_present,True,False,True,False,958.0,,,,
The doctor forgets Sheila.,The doctors forgets Sheila.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,830.0,,,,
"Many times we buy things that, actually, we don't need and, sometimes you are surprised when you check the balance of your bank account and then you need to cut down on your expenses for 2 months.","Many times we buy things that, actually, we don't need and, sometimes you are surprised when you check the balance of your bank account and then you need to cut down your expenses for 2 months.",syntax-semantics,Preposition,Preposition_Missing,True,True,False,False,,"Many times we buy things that, actually, we don't need and, sometimes you are surprised when you check the balance of your bank account and then you need to cut down",on,,565.0
The woman was looking to descend this mountain.,The woman are looking to descend this mountain.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,521.0,,,,
A lot of students break this foot.,A lot of students break this feet.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,183.0,,,,
Candice cared for those teachers.,Candice cared for those teacher.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,737.0,,,,
Natalie astounded this popular university.,Natalie astounded this popular universities.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,752.0,,,,
The museum impresses Amy.,The museums impresses Amy.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,837.0,,,,
The Lutherans reveal that all actors weren't discovering this adult.,The Lutherans reveal who all actors weren't discovering this adult.,syntax,filler_gap_dependency,wh_vs_that_no_gap,True,False,False,False,890.0,,,,
Omar hasn't broken this broken foot.,Omar hasn't broken these broken foot.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,True,False,True,True,627.0,,,,
This eggplant distracts this hopeful girl.,This eggplant distracts these hopeful girl.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,True,False,True,True,9.0,,,,
Those adults had not ever ascertained Guy to scratch.,Those adults had really ever ascertained Guy to scratch.,semantics,npi_licensing,sentential_negation_npi_licensor_present,True,False,True,False,122.0,,,,
There was a legislature retaliating.,There was each legislature retaliating.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,641.0,,,,
Some unicycle should not ever shatter.,Some unicycle should fortunately ever shatter.,semantics,npi_licensing,sentential_negation_npi_licensor_present,True,False,True,False,832.0,,,,
Sharon broke these orange forks.,Sharon broke these orange fork.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,287.0,,,,
Jodi hadn't visited these green oases.,Jodi hadn't visited these green oasis.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,491.0,,,,
Colleen's hairdressers run around one small cafe and Kimberley's lawyers run around several.,Colleen's hairdressers run around one cafe and Kimberley's lawyers run around several small.,syntax,ellipsis,ellipsis_n_bar_1,True,False,False,False,847.0,,,,
Only Scott's nieces that these dancers have found can ever climb up those steps.,Scott's nieces that only these dancers have found can ever climb up those steps.,syntax_semantics,npi_licensing,only_npi_scope,True,False,True,True,719.0,,,,
There is a dog wasting away.,There is each dog wasting away.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,483.0,,,,
Suzanne doesn't think about those syntheses.,Suzanne doesn't think about those synthesis.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,746.0,,,,
Sherry's boss observes few troubled hairdressers and this cashier observes many.,Sherry's boss observes few hairdressers and this cashier observes many troubled.,syntax,ellipsis,ellipsis_n_bar_1,True,False,False,False,488.0,,,,
A lot of waiters that sounded like Beth exercise.,A lot of waiters that sounded like Beth exercises.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,True,True,False,False,482.0,,,,
Melissa worries.,Melissa cares for.,syntax,argument_structure,inchoative,True,False,False,False,862.0,,,,
Most malls weren't there disturbing the pedestrian.,There weren't most malls disturbing the pedestrian.,semantics,quantifiers,existential_there_quantifiers_2,True,False,False,False,927.0,,,,
The child has most pictures.,The children has most pictures.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,True,False,True,False,761.0,,,,
Joseph hadn't bought those hard lice.,Joseph hadn't bought that hard lice.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,True,False,True,True,932.0,,,,
Her friend Pat had explained the whole story to her husband.,Her friend Pat had explained the whole story at her husband.,syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,Her friend Pat had explained the whole story,to,at,6.0
A lot of ladies know that driver.,A lot of ladies know those driver.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,True,False,True,True,516.0,,,,
A grandson of Dawn isn't bound to annoy Amelia.,A grandson of Dawn isn't boring to annoy Amelia.,syntax_semantics,control_raising,tough_vs_raising_2,True,False,False,False,794.0,,,,
The Lutherans astound that unsure person.,The Lutherans astound those unsure person.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,True,False,True,True,284.0,,,,
It's herself who Kristin was concealing.,It's herself who was concealing Kristin.,syntax_semantics,binding,principle_A_reconstruction,True,False,False,True,383.0,,,,
Some boys discover that ox.,Some boys discover that oxen.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,47.0,,,,
Or perhaps the quality of your new thing is not so good as you expected.,Or perhaps the quality of your new thing is not so good that you expected.,syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,Or perhaps the quality of your new thing is not so good,as,that,676.0
That actor skated around this grocery store.,That actor skated around these grocery store.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,True,False,True,True,970.0,,,,
Lori wasn't watching this clever woman.,Lori wasn't watching this clever women.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,296.0,,,,
The diagnosis was disgusting Nancy.,The diagnosis were disgusting Nancy.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,889.0,,,,
An actor that could conceal all adults hasn't shouted.,An actor that could conceal all adults haven't shouted.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,True,True,False,False,281.0,,,,
The teachers were going fishing.,The teacher were going fishing.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,749.0,,,,
Nowadays a simple thing like a computer includes so many possible ways of destroying different environmental compartments.,Nowadays a simple thing like a computer includes so many possible ways destroying different environmental compartments.,syntax-semantics,Preposition,Preposition_Missing,True,True,False,False,,Nowadays a simple thing like a computer includes so many possible ways,of,,996.0
"With the Internet and E - mail, I can get lots of information from everywhere, and I can get in touch with my friends who live abroad.","With the Internet and E - mail, I can get lots of information from everywhere, and I can get in touch with my friends who live in abroad.",syntax-semantics,Preposition,Preposition_Unnecessary,True,True,False,False,,"With the Internet and E - mail, I can get lots of information from everywhere, and I can get in touch with my friends who live",,in,920.0
A movie about the Borgias hasn't hurt Adam.,A movie about the Borgias haven't hurt Adam.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,931.0,,,,
The girls ascend those ladders.,The girls ascends those ladders.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,912.0,,,,
The closet bores that person.,The closet bores those person.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,True,False,True,True,752.0,,,,
There isn't sure to be a child entreating theses to explain everything.,There isn't happy to be a child entreating theses to explain everything.,syntax_semantics,control_raising,existential_there_subject_raising,True,False,False,False,338.0,,,,
"Basically, during three hours in the afternoon nobody is able to visit all of the interesting places in London.","Basically, during three hours in the afternoon nobody is able to visit all of the interesting places of London.",syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,"Basically, during three hours in the afternoon nobody is able to visit all of the interesting places",in,of,2935.0
Bruce finds out that an actress isn't fixing carts.,Bruce finds out what an actress isn't fixing carts.,syntax,filler_gap_dependency,wh_vs_that_no_gap,True,False,False,False,377.0,,,,
Harvard University shocks itself.,Harvard University shocks themselves.,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,258.0,,,,
Benjamin won't fold every sock.,Benjamin won't exist every sock.,syntax,argument_structure,causative,True,False,False,False,954.0,,,,
Yesterday she phoned Alice and explained everything.,Yesterday she phoned to Alice and explained everything.,syntax-semantics,Preposition,Preposition_Unnecessary,True,True,False,False,,Yesterday she phoned,,to,576.0
I am writing with reference to the three - day trip to London.,I am writing with reference to the three - day trip in London.,syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,I am writing with reference to the three - day trip,to,in,1167.0
The Lutherans reference Jason.,The Lutherans references Jason.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,468.0,,,,
The talks by writers were very technical but they could be understood by all the people who were at the festival.,The talks by writers were very technical but they could be understood by all the people who were in the festival.,syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,The talks by writers were very technical but they could be understood by all the people who were,at,in,1959.0
Those women go to those grocery stores.,Those women go to that grocery stores.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,True,False,True,True,243.0,,,,
Beverly is talking about Erin.,The mushroom is talking about Erin.,syntax,s-selection,animate_subject_trans,True,False,True,False,962.0,,,,
This university predicts it to be boring that many libraries conspire.,This university ordered it to be boring that many libraries conspire.,syntax_semantics,control_raising,expletive_it_object_raising,True,False,True,False,464.0,,,,
"Another suggestion could be to visit the zoo, or just walk through Spring Gardens, which are beautiful at this time of the year.","Another suggestion could be to visit the zoo, or just walk through Spring Gardens, which are beautiful in this time of the year.",syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,"Another suggestion could be to visit the zoo, or just walk through Spring Gardens, which are beautiful",at,in,2950.0
Marie has seen Gary.,Marie have seen Gary.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,760.0,,,,
A lot of movie theaters embarrass that unemployed student.,A lot of movie theaters embarrass those unemployed student.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,True,False,True,True,158.0,,,,
Connie has returned to herself.,Connie has returned to itself.,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,713.0,,,,
Chad has said that he is arriving at malls.,Chad has said that himself is arriving at malls.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,696.0,,,,
Most pedestrians observe this concealed customer.,Most pedestrians observe this concealed customers.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,758.0,,,,
Kristin does lift most shirts.,Kristin does shout most shirts.,syntax,argument_structure,transitive,True,False,True,False,449.0,,,,
All doctors loved that displeased man.,All doctors loved those displeased man.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,True,False,True,True,570.0,,,,
Linda describes this play.,Linda describes these play.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,True,False,True,True,905.0,,,,
As a teenager I must admit that there is nothing more enjoyable than shopping.,As a teenager I must admit that there is nothing more enjoyable from shopping.,syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,As a teenager I must admit that there is nothing more enjoyable,than,from,2815.0
A lot of actresses had walked through that yellow oasis.,A lot of actresses had walked through that yellow oases.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,602.0,,,,
The actor's grandmother who had scared the banks had not ever seen most screens.,The actor's grandmother who had not scared the banks had ever seen most screens.,syntax_semantics,npi_licensing,sentential_negation_npi_scope,True,False,True,True,677.0,,,,
Pamela wasn't boycotting this legislature.,Pamela wasn't boycotting these legislature.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,True,False,True,True,515.0,,,,
Some water alarms this smart actor.,Some water alarms this smart actors.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,576.0,,,,
That guy dropped by these white oases.,That guy dropped by this white oases.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,True,False,True,True,546.0,,,,
All guests haven't flirted.,All guests haven't gone to.,syntax,argument_structure,intransitive,True,False,False,False,760.0,,,,
David was cleaning a couch.,David are cleaning a couch.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,484.0,,,,
Those waiters who bothers Harvard University have retaliated.,Those waiters who bothers Harvard University has retaliated.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,True,True,False,False,403.0,,,,
Elaine didn't aggravate these concealed men.,Elaine didn't aggravate these concealed man.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,427.0,,,,
Beverly hasn't dropped by that cafe.,Beverly hasn't dropped by those cafe.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,True,False,True,True,86.0,,,,
The essay about current events has irritated Martin.,The essay about current events have irritated Martin.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,727.0,,,,
Those granddaughters of Nancy were bound to hide a casserole.,Those granddaughters of Nancy were difficult to hide a casserole.,syntax_semantics,control_raising,tough_vs_raising_2,True,False,False,False,382.0,,,,
Ella's employees were worried.,Ella's employees were coped.,syntax,argument_structure,passive_2,True,False,False,False,971.0,,,,
The phenomenon shocks this association.,The phenomena shocks this association.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,True,False,True,False,706.0,,,,
Even the cashiers had clearly eaten.,Even the cashiers had ever eaten.,semantics,npi_licensing,npi_present_1,True,True,False,False,999.0,,,,
Those are the reasons for my asking for a refund of the £ 20 I paid.,Those are the reasons for my asking a refund of the £ 20 I paid.,syntax-semantics,Preposition,Preposition_Missing,True,True,False,False,,Those are the reasons for my asking,for,,62.0
Maria would tour these oases.,Maria would tour this oases.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,True,False,True,True,831.0,,,,
"The kids were with their grandmother, who takes care of them.","The kids were by their grandmother, who takes care of them.",syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,The kids were,with,by,46.0
Whose closets has Richard sounded like and Kristin bought?,Whose has Richard sounded like closets and Kristin bought?,syntax,island_effects,coordinate_structure_constraint_complex_left_branch,True,False,True,True,669.0,,,,
