text,labels,UID,v20_l4_e9_preds,v20_l4_e9_probs
"Besides, I would prefer to stay in a tent, because I got used to being in tents since I spend my holidays every summer with my friends in the hills.",G,Preposition_Replacing,PREP,"{'G': 2.658203125, 'PREP': 3.369140625, 'DET': -4.58203125, 'SVA': -4.046875}"
So the power is with the people.,G,Preposition_Replacing,PREP,"{'G': 2.29296875, 'PREP': 3.517578125, 'DET': -4.86328125, 'SVA': -3.458984375}"
"Actually, I'd prefer to travel in July, because I'm working at the moment for a company, and I'll only have two weeks off, the period between the fifteenth and the thirtieth of July.",G,Preposition_Replacing,PREP,"{'G': 2.591796875, 'PREP': 3.416015625, 'DET': -4.57421875, 'SVA': -3.99609375}"
"For example, education, research into the universe and other things.",G,Preposition_Replacing,PREP,"{'G': 2.4375, 'PREP': 3.47265625, 'DET': -4.2421875, 'SVA': -4.1015625}"
"First of all, I would like to give you some further information about me and secondly, I'd like to ask you about some concerns that I have.",G,Preposition_Replacing,PREP,"{'G': 2.69140625, 'PREP': 3.33984375, 'DET': -4.62890625, 'SVA': -4.03515625}"
I would like to ask for some information about what kind of clothes I have to wear and how much you charge.,G,Preposition_Missing,PREP,"{'G': 2.380859375, 'PREP': 3.4921875, 'DET': -4.03125, 'SVA': -4.1953125}"
Now the only thing I care about is that she couldn't keep secrets and all the school is looking down on me.,G,Preposition_Missing,PREP,"{'G': 2.6640625, 'PREP': 3.359375, 'DET': -4.5390625, 'SVA': -4.0703125}"
"These days people prefer shopping at supermarkets rather than at shops or even shopping centres, because shopping at a shop is less enjoyable and you spend the same amount of money.",G,Preposition_Unnecessary,PREP,"{'G': 2.6171875, 'PREP': 3.3828125, 'DET': -4.4921875, 'SVA': -4.08203125}"
"But how does it affect my daily life? I get up in the morning with the soft sound of a radio programme, not the sound of an alarm clock and eat my breakfast watching TV news.",G,Preposition_Unnecessary,PREP,"{'G': 2.521484375, 'PREP': 3.4609375, 'DET': -4.48828125, 'SVA': -4.015625}"
As a teenager I must admit that there is nothing more enjoyable than shopping.,G,Preposition_Replacing,PREP,"{'G': 2.482421875, 'PREP': 3.435546875, 'DET': -4.05859375, 'SVA': -4.28125}"
"If I was asked to choose the least attractive thing that I have to do on an everyday basis, shopping would most definitely be placed somewhere at the top of the list.",G,Preposition_Replacing,PREP,"{'G': 2.935546875, 'PREP': 3.134765625, 'DET': -4.68359375, 'SVA': -4.16015625}"
At university I attended tennis lessons for two years.,G,Preposition_Replacing,PREP,"{'G': 2.724609375, 'PREP': 3.275390625, 'DET': -4.37890625, 'SVA': -4.21875}"
I suggest wearing casual clothes. I think there's no need for school uniforms.,G,Preposition_Replacing,PREP,"{'G': 2.8125, 'PREP': 3.212890625, 'DET': -4.40234375, 'SVA': -4.26953125}"
Of course by the time we got it we had forgotten all the stuff about the majority.,G,Preposition_Unnecessary,PREP,"{'G': 2.470703125, 'PREP': 3.46484375, 'DET': -4.48046875, 'SVA': -3.958984375}"
I realize that managing a theatre is hard work but I have to ask you for the money for the tickets back.,G,Preposition_Replacing,PREP,"{'G': 2.6953125, 'PREP': 3.341796875, 'DET': -4.609375, 'SVA': -4.0546875}"
"We think that perhaps on Tuesday March 14 we could change the time when we go to the Science Museum, and go to the Museum earlier, perhaps at half past eight in the morning, so we could go later, at ten o'clock, to the show, and we could also delay going shopping on that afternoon, because the show lasts till seven o'clock in the evening.",G,Preposition_Replacing,PREP,"{'G': 2.5, 'PREP': 3.462890625, 'DET': -4.4921875, 'SVA': -3.97265625}"
"Three years passed and, as is normal between friends, she knew a lot of things about them, as her friends knew a lot about her",G,Preposition_Replacing,PREP,"{'G': 2.7421875, 'PREP': 3.2890625, 'DET': -4.5234375, 'SVA': -4.15234375}"
I would prefer a tent because I'll be in touch with nature and I could listen to the sounds of the night.,G,Preposition_Missing,PREP,"{'G': 2.6171875, 'PREP': 3.3984375, 'DET': -4.4375, 'SVA': -4.12109375}"
"We will serve you dinner and some college students are going to sing, play musical instruments and so on, but you can join in if you wish.",G,Preposition_Missing,PREP,"{'G': 2.505859375, 'PREP': 3.458984375, 'DET': -4.37890625, 'SVA': -4.05859375}"
I went back to my chair and when I looked up I saw my head teacher walking through the door with the being behind him.,G,Preposition_Replacing,PREP,"{'G': 2.712890625, 'PREP': 3.328125, 'DET': -4.53125, 'SVA': -4.11328125}"
I write you this letter because I want to tell you about my experiences at the festival.,G,Preposition_Missing,PREP,"{'G': 2.828125, 'PREP': 3.208984375, 'DET': -4.55078125, 'SVA': -4.1796875}"
"Weapons are designed to kill and defend in a fight. In the Second World War so many Germans were killed. Also many people died in other regions,",G,Preposition_Replacing,PREP,"{'G': 2.626953125, 'PREP': 3.38671875, 'DET': -4.58203125, 'SVA': -4.03125}"
Despite this we were still looking forward to the show and Danny Brook.,G,Preposition_Unnecessary,PREP,"{'G': 2.9609375, 'PREP': 3.0859375, 'DET': -4.6484375, 'SVA': -4.17578125}"
I'm not sure if I can say whether technology has changed our life in a positive way or not.,G,Preposition_Missing,PREP,"{'G': 2.46875, 'PREP': 3.484375, 'DET': -4.44921875, 'SVA': -3.9921875}"
"To sum up, there are many other discoveries related to modern technology which affect my daily life.",G,Preposition_Replacing,PREP,"{'G': 2.6640625, 'PREP': 3.333984375, 'DET': -4.35546875, 'SVA': -4.21484375}"
I really think that living in the future will be like living on the moon - very exciting.,G,Preposition_Replacing,PREP,"{'G': 2.94140625, 'PREP': 3.103515625, 'DET': -4.63671875, 'SVA': -4.171875}"
"After I waited for about 45 minutes the show suddenly started but I realised that the main actor Danny Brook, who was the reason why I went to the show, had been replaced by another actor, who couldn't sing half as well as Brook.",G,Preposition_Replacing,PREP,"{'G': 2.83203125, 'PREP': 3.236328125, 'DET': -4.73046875, 'SVA': -4.0625}"
"Finally, if I have any chance to choose activities, I will choose basketball and Sailing with no doubt because I would love to make friends through these kinds of sports.",G,Preposition_Replacing,PREP,"{'G': 2.81640625, 'PREP': 3.2421875, 'DET': -4.6796875, 'SVA': -4.078125}"
I am writing to you in connection with our next programme in London from 13th March to 14th March.,G,Preposition_Missing,PREP,"{'G': 2.4921875, 'PREP': 3.4765625, 'DET': -4.46875, 'SVA': -3.99609375}"
We would like to ask if we could go to this show on the 15th March instead of doing the visit to the Science Museum.,G,Preposition_Replacing,PREP,"{'G': 2.4609375, 'PREP': 3.474609375, 'DET': -4.50390625, 'SVA': -3.927734375}"
The advantage of the Internet is that I can do all my shopping over the Internet.,G,Preposition_Replacing,PREP,"{'G': 2.359375, 'PREP': 3.53125, 'DET': -4.42578125, 'SVA': -3.8984375}"
"Firstly, I'd like to travel in July because I've already registered on another summer course which starts at the end of July.",G,Preposition_Replacing,PREP,"{'G': 2.587890625, 'PREP': 3.41796875, 'DET': -4.50390625, 'SVA': -4.05078125}"
"Secondly, I want to do painting, which I am really interested in as a student at art college.",G,Preposition_Replacing,PREP,"{'G': 2.564453125, 'PREP': 3.431640625, 'DET': -4.44140625, 'SVA': -4.07421875}"
"For example, a car, which is used by everyone every day, changed my daily life in the sense that I don't need my dad or my mum to go ice - skating or to go to work. I can do it by myself and for me it is important not only because of technology, but because I can show that I am responsible.",G,Preposition_Unnecessary,PREP,"{'G': 2.57421875, 'PREP': 3.41796875, 'DET': -4.54296875, 'SVA': -4.01171875}"
"First, lessons are the most important part of what school wants to provide us with.",G,Preposition_Missing,PREP,"{'G': 2.66796875, 'PREP': 3.349609375, 'DET': -4.53515625, 'SVA': -4.078125}"
I received your letter and I am writing to give you the information you asked for.,G,Preposition_Missing,PREP,"{'G': 2.658203125, 'PREP': 3.34375, 'DET': -4.46875, 'SVA': -4.1171875}"
The way in which the family comes in contact with the members so easily is love.,G,Preposition_Missing,PREP,"{'G': 2.470703125, 'PREP': 3.4921875, 'DET': -4.44921875, 'SVA': -3.99609375}"
"The waterfall was made from real rock so that was the worst bit because it was really heavy and we had to carry it, but at the end of the month when the concert started, it was all over.",G,Preposition_Missing,PREP,"{'G': 2.6015625, 'PREP': 3.421875, 'DET': -4.55078125, 'SVA': -4.0390625}"
I want to travel only in July because now I'm studying at National Academy of Defense and I don't have time for anything else.,G,Preposition_Missing,PREP,"{'G': 2.7265625, 'PREP': 3.330078125, 'DET': -4.63671875, 'SVA': -4.0625}"
"When she finished the sound check, I went to meet her. I told her I was very happy to be there and to have helped at the concert, and I asked her for an autograph.",G,Preposition_Unnecessary,PREP,"{'G': 2.794921875, 'PREP': 3.267578125, 'DET': -4.6796875, 'SVA': -4.06640625}"
"Nowadays, almost everybody has a microwave oven, where you put your milk for less than two minutes and it is ready to delight your mouth.",G,Preposition_Missing,PREP,"{'G': 2.408203125, 'PREP': 3.521484375, 'DET': -4.31640625, 'SVA': -4.02734375}"
"Because of all these things, I am asking for my money back.",G,Preposition_Missing,PREP,"{'G': 2.474609375, 'PREP': 3.474609375, 'DET': -4.35546875, 'SVA': -4.05078125}"
"Another thing is that I took a particular amount of money to buy tickets and when I appeared in front of the ticket desk I found out that the cost of the tickets in your advertisement and the real price weren't the same, the real price was much higher.",G,Preposition_Replacing,PREP,"{'G': 2.64453125, 'PREP': 3.373046875, 'DET': -4.41796875, 'SVA': -4.16796875}"
"It is the Palace Hotel, about a mile away from where the conference will take place.",G,Preposition_Missing,PREP,"{'G': 2.91015625, 'PREP': 3.138671875, 'DET': -4.55859375, 'SVA': -4.20703125}"
I would be pleased to give any help you need.,G,Preposition_Unnecessary,PREP,"{'G': 1.966796875, 'PREP': 3.40625, 'DET': -2.66796875, 'SVA': -4.66796875}"
"I would like to know if it is possible for me to go in July, because I have school in the other months, and it is impossible for me to go in December or January.",G,Preposition_Replacing,PREP,"{'G': 2.501953125, 'PREP': 3.46484375, 'DET': -4.453125, 'SVA': -4.0078125}"
"Some were just friendship groups but others took it seriously, maybe just a bit too seriously. They gave themselves names and acted like gangs rather than just groups of friends, and started picking on younger people, or members of other gangs, trying to start fights with them.",G,Preposition_Replacing,PREP,"{'G': 2.7890625, 'PREP': 3.2421875, 'DET': -4.55078125, 'SVA': -4.14453125}"
Sometimes from early in the morning until late in the evening.,G,Preposition_Missing,PREP,"{'G': 2.2734375, 'PREP': 3.5703125, 'DET': -4.375, 'SVA': -3.84765625}"
"Now, I would like to reply to some questions you ask, willingly.",G,Preposition_Missing,PREP,"{'G': 2.638671875, 'PREP': 3.359375, 'DET': -4.5390625, 'SVA': -4.04296875}"
Whatever we need we order via the computer and someone will bring it.,G,Preposition_Unnecessary,PREP,"{'G': 2.505859375, 'PREP': 3.455078125, 'DET': -4.3359375, 'SVA': -4.0859375}"
"The museum looks very old, like some other buildings in London, but it is very modern inside.",G,Preposition_Replacing,PREP,"{'G': 2.681640625, 'PREP': 3.33203125, 'DET': -4.37890625, 'SVA': -4.20703125}"
"First of all, I don't think it's professional to change the principal actor at the last minute, the play should have been with Danny Brook, but it wasn't.",G,Preposition_Replacing,PREP,"{'G': 2.9140625, 'PREP': 3.1640625, 'DET': -4.796875, 'SVA': -4.06640625}"
I am writing to tell you that my class is interested in going to the show which takes place at the Central Exhibition Hall in London on 14th March.,G,Preposition_Replacing,PREP,"{'G': 2.521484375, 'PREP': 3.451171875, 'DET': -4.49609375, 'SVA': -3.994140625}"
"I start my first job on August 1st, that's why I must travel in July.",G,Preposition_Replacing,PREP,"{'G': 2.42578125, 'PREP': 3.51953125, 'DET': -4.38671875, 'SVA': -4.0}"
"First of all, I would like to give you some further information about me and secondly, I'd like to ask you about some concerns that I have.",G,Preposition_Replacing,PREP,"{'G': 2.69140625, 'PREP': 3.33984375, 'DET': -4.62890625, 'SVA': -4.03515625}"
I would like to have some information about the advertisement for the show.,G,Preposition_Replacing,PREP,"{'G': 2.611328125, 'PREP': 3.380859375, 'DET': -4.578125, 'SVA': -4.0078125}"
It was Friday morning when I saw John and he said to me he had some good news to tell me.,G,Preposition_Missing,PREP,"{'G': 2.716796875, 'PREP': 3.310546875, 'DET': -4.52734375, 'SVA': -4.11328125}"
I am able to meet my friends quickly on the Internet by just clicking the mouse.,G,Preposition_Missing,PREP,"{'G': 2.216796875, 'PREP': 3.5703125, 'DET': -3.845703125, 'SVA': -4.1640625}"
I am writing to reply to the letter you wrote to me on 10 June.,G,Preposition_Missing,PREP,"{'G': 2.67578125, 'PREP': 3.33984375, 'DET': -4.46875, 'SVA': -4.1328125}"
My second job was to take the money from the bars and to take it to a little room where I could see the pop stars walking in the corridor.,G,Preposition_Replacing,PREP,"{'G': 2.7109375, 'PREP': 3.333984375, 'DET': -4.59765625, 'SVA': -4.09375}"
So I am asking you to pay me back at least half of the ticket price for the inconvenience that was caused me.,G,Preposition_Unnecessary,PREP,"{'G': 2.611328125, 'PREP': 3.40625, 'DET': -4.55078125, 'SVA': -4.04296875}"
"I think television is a good invention for children, for when they have free time. While they are watching television, we don't have to look after them if we have something important to do.",G,Preposition_Missing,PREP,"{'G': 2.70703125, 'PREP': 3.326171875, 'DET': -4.60546875, 'SVA': -4.04296875}"
"Also it means meeting other people, having fun together, travelling to all the places on the island.",G,Preposition_Replacing,PREP,"{'G': 2.359375, 'PREP': 3.517578125, 'DET': -4.1953125, 'SVA': -4.0703125}"
"Also, if I were you I would make your concert halls a bit larger, because very many people would like to spend their holidays with their families at your festival next year.",G,Preposition_Unnecessary,PREP,"{'G': 2.748046875, 'PREP': 3.29296875, 'DET': -4.6640625, 'SVA': -4.046875}"
"So, what should have been a nice evening out became a nightmare.",G,Preposition_Unnecessary,PREP,"{'G': 2.478515625, 'PREP': 3.48046875, 'DET': -4.48828125, 'SVA': -3.962890625}"
I hope you write to me soon to tell me your opinion.,G,Preposition_Missing,PREP,"{'G': 2.3515625, 'PREP': 3.359375, 'DET': -3.59765625, 'SVA': -4.38671875}"
"I am writing a report, in which I will describe for you the most important building in my town.",G,Preposition_Missing,PREP,"{'G': 2.48828125, 'PREP': 3.470703125, 'DET': -4.4609375, 'SVA': -3.9921875}"
This is a great opportunity because as you know most people in our class are going to work in this sector so it would be very interesting for everybody and also a kind of education.,G,Preposition_Replacing,PREP,"{'G': 2.4375, 'PREP': 3.486328125, 'DET': -4.3984375, 'SVA': -3.990234375}"
"She would see if it is pretty or not, if it is on sale at another store, we would not buy the dress and we would have to go to the other store to see the other dress, but after seeing all the stores and looking at all the dresses she would decide on the first one we saw.",G,Preposition_Missing,PREP,"{'G': 2.537109375, 'PREP': 3.451171875, 'DET': -4.4921875, 'SVA': -4.01171875}"
I'm sure you'll read this letter with the intention of explaining the problems I had during the musical show at your theatre.,G,Preposition_Replacing,PREP,"{'G': 2.69140625, 'PREP': 3.35546875, 'DET': -4.59375, 'SVA': -4.0703125}"
I examined all the activities that you listed and I was disappointed to have to choose just two of them because in my opinion I'm good at almost all of these activities.,G,Preposition_Replacing,PREP,"{'G': 2.6171875, 'PREP': 3.38671875, 'DET': -4.46875, 'SVA': -4.0859375}"
The reason is that all students are interested in it and the teacher is so good at explaining problems that the whole class takes part in discussions about specific aspects of the subject.,G,Preposition_Replacing,PREP,"{'G': 2.537109375, 'PREP': 3.4453125, 'DET': -4.43359375, 'SVA': -4.0703125}"
"After that, as he had been driving for a long time, we decided to stop at a service area.",G,Preposition_Replacing,PREP,"{'G': 2.537109375, 'PREP': 3.447265625, 'DET': -4.52734375, 'SVA': -3.994140625}"
"Now, I am writing this letter to reply to your questions.",G,Preposition_Missing,PREP,"{'G': 2.6796875, 'PREP': 3.349609375, 'DET': -4.58203125, 'SVA': -4.0625}"
I received your letter this morning. Thank you very much for your kind letter and for choosing me.,G,Preposition_Missing,PREP,"{'G': 2.4140625, 'PREP': 3.462890625, 'DET': -4.09375, 'SVA': -4.16796875}"
"I think people want this. If you are a famous person, for example a singer, film star, politician or well - known footballer, you haven't got any choice. Because people want to learn everything about you, journalists follow you all the time.",G,Preposition_Unnecessary,PREP,"{'G': 2.830078125, 'PREP': 3.181640625, 'DET': -4.5546875, 'SVA': -4.15234375}"
"I do not know if it is possible to make any changes to this plan but we saw an ad in"" Time Out"" magazine last week about a fashion show which we would like to see.",G,Preposition_Replacing,PREP,"{'G': 2.6875, 'PREP': 3.3515625, 'DET': -4.65625, 'SVA': -4.0234375}"
It was a great idea to do something like that.,G,Preposition_Unnecessary,PREP,"{'G': 1.8681640625, 'PREP': 3.396484375, 'DET': -2.486328125, 'SVA': -4.6328125}"
"For example, at the time of our visit there is going to be"" The London Fashion and Leisure Show"".",G,Preposition_Replacing,PREP,"{'G': 2.6328125, 'PREP': 3.380859375, 'DET': -4.57421875, 'SVA': -4.03515625}"
It's better not to write anything if it isn't true.,G,Preposition_Unnecessary,PREP,"{'G': 2.830078125, 'PREP': 3.091796875, 'DET': -4.1875, 'SVA': -4.40625}"
Young people especially spend many hours on the telephone and that causes trouble for their parents.,G,Preposition_Missing,PREP,"{'G': 2.685546875, 'PREP': 3.294921875, 'DET': -4.3984375, 'SVA': -4.17578125}"
"On the other hand you tell me I have the chance to choose two activities while I am at the camp. But it is not easy, because all are very interesting for me.",G,Preposition_Unnecessary,PREP,"{'G': 2.4765625, 'PREP': 3.46875, 'DET': -4.48046875, 'SVA': -3.9609375}"
The next day all the school knew that Peter was gay and even though he didn't mind what had happened he didn't talk to Pat again in his life.,G,Preposition_Replacing,PREP,"{'G': 2.947265625, 'PREP': 3.123046875, 'DET': -4.75, 'SVA': -4.10546875}"
"It was not good for me, because I had only one weeks holiday in London.",G,Preposition_Replacing,PREP,"{'G': 2.439453125, 'PREP': 3.494140625, 'DET': -4.3984375, 'SVA': -3.990234375}"
"I am looking forward to my holiday, which begins on the first of July lasting until twenty - first July, so it is possible to travel at this time.",G,Preposition_Replacing,PREP,"{'G': 2.57421875, 'PREP': 3.427734375, 'DET': -4.48828125, 'SVA': -4.05859375}"
"I would like to come in July, because I am studying English and we have a one - month break in July, so please book my log cabin for July.",G,Preposition_Replacing,PREP,"{'G': 2.5234375, 'PREP': 3.45703125, 'DET': -4.4296875, 'SVA': -4.046875}"
Also a problem with shopping is that most of the time there are too many people and a lot of traffic in all the shopping centres.,G,Preposition_Replacing,PREP,"{'G': 2.361328125, 'PREP': 3.53515625, 'DET': -4.2890625, 'SVA': -4.015625}"
I have chosen golf because I have never played this game.,G,Preposition_Unnecessary,PREP,"{'G': 2.630859375, 'PREP': 3.390625, 'DET': -4.51953125, 'SVA': -4.078125}"
"I have just received your letter and I'm very happy because of it, especially because the competition was so hard.",G,Preposition_Replacing,PREP,"{'G': 2.52734375, 'PREP': 3.4609375, 'DET': -4.5, 'SVA': -4.00390625}"
"Once you've got everything on your shopping list, you also have to carry all the bags that you just bought, which are very heavy sometimes.",G,Preposition_Missing,PREP,"{'G': 2.361328125, 'PREP': 3.525390625, 'DET': -4.1484375, 'SVA': -4.09765625}"
"Do you mind telling me what the weather will be like when I am on holiday, what kind money I should bring with me and what language I should speak there?",G,Preposition_Unnecessary,PREP,"{'G': 2.533203125, 'PREP': 3.43359375, 'DET': -4.48046875, 'SVA': -4.00390625}"
"As I was a champion in a swimming competition in Russia in 1997, I'd like to continue to practise my skills.",G,Preposition_Replacing,PREP,"{'G': 2.734375, 'PREP': 3.314453125, 'DET': -4.625, 'SVA': -4.07421875}"
In the letter you ask when I would like to go.,G,Preposition_Replacing,PREP,"{'G': 2.693359375, 'PREP': 3.318359375, 'DET': -4.57421875, 'SVA': -4.08203125}"
"It shows that, when all members of a group work hard together, you can achieve a lot.",G,Preposition_Missing,PREP,"{'G': 2.533203125, 'PREP': 3.419921875, 'DET': -4.34375, 'SVA': -4.109375}"
It is the lifestyle or needs of people that make technology develop.,G,Preposition_Replacing,PREP,"{'G': 2.390625, 'PREP': 3.462890625, 'DET': -4.4296875, 'SVA': -3.873046875}"
"In this way, the leisure time would be on Tuesday and we would be able to go to the London Fashion Show.",G,Preposition_Replacing,PREP,"{'G': 2.541015625, 'PREP': 3.4453125, 'DET': -4.5625, 'SVA': -3.970703125}"
I would really prefer to stay in a tent because I love sleeping outdoors and listening to the noises from outside.,G,Preposition_Missing,PREP,"{'G': 2.94921875, 'PREP': 3.060546875, 'DET': -4.42578125, 'SVA': -4.30859375}"
The new way is very easy and faster and I can spend my time on other things.,G,Preposition_Replacing,PREP,"{'G': 2.345703125, 'PREP': 3.533203125, 'DET': -4.25, 'SVA': -4.0234375}"
"First of all, I am a high school student, so I only have four weeks' vacation in July.",G,Preposition_Replacing,PREP,"{'G': 2.4453125, 'PREP': 3.5, 'DET': -4.4140625, 'SVA': -3.98828125}"
"Of course, that wasn't true, we had actually organised a party for him with all his friends a long time ago, but he wasn't supposed to know that.",G,Preposition_Unnecessary,PREP,"{'G': 2.626953125, 'PREP': 3.392578125, 'DET': -4.60546875, 'SVA': -4.01171875}"
It was love at first sight and we were fascinated by the thought of building the same kind of organisation in our town.,G,Preposition_Missing,PREP,"{'G': 2.44921875, 'PREP': 3.501953125, 'DET': -4.4140625, 'SVA': -3.994140625}"
Would you be so kind as to write to me as soon as possible because I need the precise date of the journey.,G,Preposition_Missing,PREP,"{'G': 2.4453125, 'PREP': 3.474609375, 'DET': -4.2734375, 'SVA': -4.08984375}"
"I didn't get involved that much in writing the script because it was very hard and the director wrote most of it but the main idea for the background of the stage was mine, and I am very proud of it.",G,Preposition_Replacing,PREP,"{'G': 2.57421875, 'PREP': 3.419921875, 'DET': -4.4375, 'SVA': -4.0859375}"
"Finally, I would like to ask some questions such as about clothes and money.",G,Preposition_Missing,PREP,"{'G': 2.80078125, 'PREP': 3.24609375, 'DET': -4.578125, 'SVA': -4.140625}"
"We think that perhaps on Tuesday March 14 we could change the time when we go to the Science Museum, and go to the Museum earlier, perhaps at half past eight in the morning, so we could go later, at ten o'clock, to the show, and we could also delay going shopping on that afternoon, because the show lasts till seven o'clock in the evening.",G,Preposition_Replacing,PREP,"{'G': 2.5, 'PREP': 3.462890625, 'DET': -4.4921875, 'SVA': -3.97265625}"
"As you know, I'd never been to any activities as a volunteer before.",G,Preposition_Replacing,PREP,"{'G': 2.68359375, 'PREP': 3.330078125, 'DET': -4.53125, 'SVA': -4.09765625}"
I don't want to be so evil about school but rules are rules and they are limiting us within the borders of our school.,G,Preposition_Replacing,PREP,"{'G': 2.505859375, 'PREP': 3.396484375, 'DET': -3.966796875, 'SVA': -4.3359375}"
"For these reasons, I choose basketball and swimming from the list which I was given.",G,Preposition_Replacing,PREP,"{'G': 2.626953125, 'PREP': 3.390625, 'DET': -4.50390625, 'SVA': -4.08984375}"
I will be waiting for a reply.,G,Preposition_Missing,PREP,"{'G': 2.3671875, 'PREP': 3.484375, 'DET': -3.978515625, 'SVA': -4.2109375}"
I was afraid that everybody would comment on my first lesson.,G,Preposition_Missing,PREP,"{'G': 2.2890625, 'PREP': 3.552734375, 'DET': -4.046875, 'SVA': -4.09765625}"
"As regards when I would like to travel, I would like to make you aware that I can only travel in July because I am really tied up at this time owing to the exam period, which will last until the end of June.",G,Preposition_Replacing,PREP,"{'G': 2.6640625, 'PREP': 3.373046875, 'DET': -4.61328125, 'SVA': -4.0390625}"
"First of all, we would like to say thank you very much for organising our tour around London and our programme, which is considered especially good for us because of the places we will visit.",G,Preposition_Replacing,PREP,"{'G': 2.654296875, 'PREP': 3.369140625, 'DET': -4.63671875, 'SVA': -4.0078125}"
"For all these reasons, and if you want to keep me as a customer, I would be grateful if you gave me some or all of my money back.",G,Preposition_Missing,PREP,"{'G': 2.521484375, 'PREP': 3.4375, 'DET': -4.3515625, 'SVA': -4.09375}"
In the hope that you understand me.,G,Preposition_Replacing,PREP,"{'G': 2.166015625, 'PREP': 3.546875, 'DET': -3.640625, 'SVA': -4.2421875}"
I'm very disappointed with this evening.,G,Preposition_Replacing,PREP,"{'G': 2.861328125, 'PREP': 3.208984375, 'DET': -4.63671875, 'SVA': -4.16015625}"
"I would like to answer your questions. Please note that I can travel only in July because only then can I take holidays from my work, after the busy time in the months of May and June.",G,Preposition_Missing,PREP,"{'G': 2.57421875, 'PREP': 3.427734375, 'DET': -4.48046875, 'SVA': -4.05078125}"
"I would recommend you get to the conference by subway, because the subway station is situated 5 minutes' walk from the hotel.",G,Preposition_Unnecessary,PREP,"{'G': 2.541015625, 'PREP': 3.443359375, 'DET': -4.33203125, 'SVA': -4.13671875}"
In the end I was punished and stayed at home for two weeks.,G,Preposition_Replacing,PREP,"{'G': 2.576171875, 'PREP': 3.421875, 'DET': -4.51171875, 'SVA': -4.03125}"
These are my suggestions for this party.,G,Preposition_Replacing,PREP,"{'G': 2.05078125, 'PREP': 3.62890625, 'DET': -4.2890625, 'SVA': -3.611328125}"
- In the maths lesson and the English lesson we could show how the teacher teaches his students.,G,Preposition_Unnecessary,PREP,"{'G': 2.62109375, 'PREP': 3.3984375, 'DET': -4.4609375, 'SVA': -4.09375}"
"If you want to talk to your friends, parents, or partner to ask something, you can call them without wondering how you can communicate with them.",G,Preposition_Replacing,PREP,"{'G': 2.70703125, 'PREP': 3.296875, 'DET': -4.5546875, 'SVA': -4.078125}"
First I will say that our level of technology at the present time is very high but in the future it will be higher.,G,Preposition_Unnecessary,PREP,"{'G': 2.431640625, 'PREP': 3.494140625, 'DET': -4.40234375, 'SVA': -3.994140625}"
I had to wait for 45 minutes doing nothing.,G,Preposition_Unnecessary,PREP,"{'G': 2.16015625, 'PREP': 3.58984375, 'DET': -3.724609375, 'SVA': -4.20703125}"
"So, I hope I will get my money back. It was a very disappointing evening in my life! I hope you understand me!",G,Preposition_Unnecessary,PREP,"{'G': 2.453125, 'PREP': 3.48046875, 'DET': -4.36328125, 'SVA': -4.03125}"
"Secondly, I think it would be better to stay in tents, so that we can have a nice time at Camp California and find many interesting games to play.",G,Preposition_Missing,PREP,"{'G': 2.615234375, 'PREP': 3.396484375, 'DET': -4.55078125, 'SVA': -4.04296875}"
"Moreover, the band was exhausted by this great laser show in the end.",G,Preposition_Replacing,PREP,"{'G': 2.43359375, 'PREP': 3.509765625, 'DET': -4.39453125, 'SVA': -4.00390625}"
In every country there are famous people who are the centre of public attention.,G,Preposition_Unnecessary,PREP,"{'G': 2.451171875, 'PREP': 3.439453125, 'DET': -4.6171875, 'SVA': -3.810546875}"
I don't think I'll have the chance to do it again in the future.,G,Preposition_Unnecessary,PREP,"{'G': 2.36328125, 'PREP': 3.501953125, 'DET': -4.1015625, 'SVA': -4.125}"
"In conclusion, I was impressed by all the good organisation, the service and the cost of the weekend ticket for all events.",G,Preposition_Replacing,PREP,"{'G': 2.4609375, 'PREP': 3.478515625, 'DET': -4.56640625, 'SVA': -3.892578125}"
"From the activities, I would choose painting - which I am keen on and I have done several courses - and Photography - about which I know just the basic skills.",G,Preposition_Replacing,PREP,"{'G': 2.61328125, 'PREP': 3.40625, 'DET': -4.62109375, 'SVA': -3.990234375}"
They read the letter and slowly went into the kitchen.,G,Preposition_Replacing,PREP,"{'G': 2.689453125, 'PREP': 3.345703125, 'DET': -4.5625, 'SVA': -4.07421875}"
"On Monday afternoon we have the river trip to Greenwich, as you have written in your programme.",G,Preposition_Replacing,PREP,"{'G': 2.638671875, 'PREP': 3.39453125, 'DET': -4.5625, 'SVA': -4.05859375}"
"And because of these circumstances, I would like to have a part of my money back.",G,Preposition_Missing,PREP,"{'G': 2.603515625, 'PREP': 3.3984375, 'DET': -4.484375, 'SVA': -4.0703125}"
